date,GISS,HAD,NOAA
8/11/2016 13:45,0.11,1,1
8/11/2016 13:45,0.11,1,1
8/11/2016 13:45,1,0.11,1
8/11/2016 13:46,0.04,1,1
8/11/2016 13:46,1,0.51,1
8/11/2016 13:46,0.06,1,1
8/11/2016 13:46,1,0.06,1
8/11/2016 13:46,0.93,1,1
8/11/2016 13:47,1.82,1,1
8/11/2016 13:47,1,1,1
8/11/2016 13:47,0.11,1,1
8/11/2016 13:47,0.53,1,1
8/11/2016 13:47,1,1,1
8/11/2016 13:47,21.27,1,1
8/11/2016 13:47,1,1,1
8/11/2016 13:47,0.11,1,1
8/11/2016 13:48,1.82,1,1
8/11/2016 13:49,1,1.89,1
8/11/2016 13:49,1.82,1,1
8/11/2016 13:49,1,1,1
8/11/2016 13:49,1,1,1
8/11/2016 13:49,1,1.89,1
8/11/2016 13:49,1.89,1,1
8/11/2016 13:49,1.89,1,1
8/11/2016 13:50,1.89,1,1
8/11/2016 13:50,1,2.84,1
8/11/2016 13:50,1,1,1
8/11/2016 13:50,1,1,1
8/11/2016 13:50,1,1.82,1
8/11/2016 13:50,21.27,1,1
8/11/2016 13:50,1.39,1,1
8/11/2016 13:50,1,1,1
8/11/2016 13:51,1,1,56.07
8/11/2016 13:51,1,1,1
8/11/2016 13:51,1,0.93,1
8/11/2016 13:51,1.82,1,1
8/11/2016 13:51,1,1,1
8/11/2016 13:51,1,1,1
8/11/2016 13:51,1,1,1
8/11/2016 13:51,1,1,1
8/11/2016 13:51,1,1,1
8/11/2016 13:52,1,1,1
8/11/2016 13:52,1.82,1,1
8/11/2016 13:52,57.63,1,1
8/11/2016 13:52,0.51,1,1
8/11/2016 13:52,1,1,1
8/11/2016 13:52,0.51,1,1
8/11/2016 13:53,40.23,1,1
8/11/2016 13:53,1,1,0.06
8/11/2016 13:53,0.93,1,1
8/11/2016 13:53,0.51,1,1
8/11/2016 13:53,0.93,1,1
8/11/2016 13:53,0.11,1,1
8/11/2016 13:54,0.11,1,1
8/11/2016 13:54,19.72,1,1
8/11/2016 13:55,0.11,1,1
8/11/2016 13:55,1,0.11,1
8/11/2016 13:55,0.11,1,1
8/11/2016 13:56,57.63,1,1
8/11/2016 13:56,0.93,1,1
8/11/2016 13:56,0.11,1,1
8/11/2016 13:56,1.82,1,1
8/11/2016 13:56,0.11,1,1
8/11/2016 13:56,1,37.12,1
8/11/2016 13:57,1,0.11,1
8/11/2016 13:57,0.06,1,1
8/11/2016 13:57,1,1,1
8/11/2016 13:57,1.89,1,1
8/11/2016 13:57,1,0.11,1
8/11/2016 13:58,1,21.27,1
8/11/2016 13:58,0.93,1,1
8/11/2016 13:58,1.89,1,1
8/11/2016 13:58,0.93,1,1
8/11/2016 13:58,1,1,1
8/11/2016 13:58,1.35,1,1
8/11/2016 13:58,0.06,1,1
8/11/2016 13:58,0.11,1,1
8/11/2016 13:58,0.11,1,1
8/11/2016 13:58,0.11,1,1
8/11/2016 13:58,0.11,1,1
8/11/2016 13:58,0.06,1,1
8/11/2016 13:59,1,0.04,1
8/11/2016 13:59,1,1,0.51
8/11/2016 13:59,1.82,1,1
8/11/2016 13:59,21.27,1,1
8/11/2016 13:59,1,1,1
8/11/2016 13:59,1,1,1
8/11/2016 13:59,21.27,1,1
8/11/2016 13:59,0.11,1,1
8/11/2016 13:59,1.74,1,1
8/11/2016 14:00,1,1,1
8/11/2016 14:00,1,1,1
8/11/2016 14:00,1,0.47,1
8/11/2016 14:00,1,1,1
8/11/2016 14:00,0.11,1,1
8/11/2016 14:01,1,0.11,1
8/11/2016 14:01,0.11,1,1
8/11/2016 14:01,0.11,1,1
8/11/2016 14:01,0.06,1,1
8/11/2016 14:01,0.47,1,1
8/11/2016 14:01,1,40.23,1
8/11/2016 14:02,21.27,1,1
8/11/2016 14:02,0.93,1,1
8/11/2016 14:02,1,2.77,1
8/11/2016 14:02,0.06,1,1
8/11/2016 14:02,1,1,1
8/11/2016 14:02,0.11,1,1
8/11/2016 14:03,0.11,1,1
8/11/2016 14:03,0.06,1,1
8/11/2016 14:03,0.06,1,1
8/11/2016 14:04,0.11,1,1
8/11/2016 14:04,1,1,1
8/11/2016 14:04,1,1,1
8/11/2016 14:05,0.97,1,1
8/11/2016 14:05,37.12,1,1
8/11/2016 14:05,2.32,1,1
8/11/2016 14:06,1,19.72,1
8/11/2016 14:06,1,1,0.11
8/11/2016 14:06,1,1,19.72
8/11/2016 14:06,0.06,1,1
8/11/2016 14:06,4.42,1,1
8/11/2016 14:06,1.82,1,1
8/11/2016 14:07,0.06,1,1
8/11/2016 14:07,2.71,1,1
8/11/2016 14:07,0.93,1,1
8/11/2016 14:07,1,0.49,1
8/11/2016 14:08,0.93,1,1
8/11/2016 14:08,0.11,1,1
8/11/2016 14:08,1,19.72,1
8/11/2016 14:08,0.11,1,1
8/11/2016 14:08,2.71,1,1
8/11/2016 14:09,1,0.11,1
8/11/2016 14:09,0.11,1,1
8/11/2016 14:09,0.06,1,1
8/11/2016 14:09,0.11,1,1
8/11/2016 14:09,0.11,1,1
8/11/2016 14:09,1,1,1
8/11/2016 14:09,1,1,1
8/11/2016 14:10,1,0.11,1
8/11/2016 14:10,0.47,1,1
8/11/2016 14:10,1,0.93,1
8/11/2016 14:10,0.11,1,1
8/11/2016 14:10,0.11,1,1
8/11/2016 14:10,1,0.11,1
8/11/2016 14:11,0.93,1,1
8/11/2016 14:11,0.11,1,1
8/11/2016 14:11,1,2.32,1
8/11/2016 14:11,0.93,1,1
8/11/2016 14:11,0.06,1,1
8/11/2016 14:11,0.06,1,1
8/11/2016 14:11,0.06,1,1
8/11/2016 14:11,0.11,1,1
8/11/2016 14:12,2.32,1,1
8/11/2016 14:12,1,1,1
8/11/2016 14:12,0.06,1,1
8/11/2016 14:12,1,0.11,1
8/11/2016 14:12,38.67,1,1
8/11/2016 14:12,1,19.72,1
8/11/2016 14:13,2.32,1,1
8/11/2016 14:13,0.11,1,1
8/11/2016 14:13,1.74,1,1
8/11/2016 14:13,0.11,1,1
8/11/2016 14:13,0.93,1,1
8/11/2016 14:14,0.93,1,1
8/11/2016 14:14,0.11,1,1
8/11/2016 14:14,1,0.11,1
8/11/2016 14:14,0.11,1,1
8/11/2016 14:14,0.11,1,1
8/11/2016 14:14,1,0.11,1
8/11/2016 14:14,0.11,1,1
8/11/2016 14:14,0.11,1,1
8/11/2016 14:15,1,0.93,1
8/11/2016 14:15,0.11,1,1
8/11/2016 14:15,1,37.12,1
8/11/2016 14:15,0.51,1,1
8/11/2016 14:15,0.11,1,1
8/11/2016 14:16,1,1,1
8/11/2016 14:16,1,0.11,1
8/11/2016 14:16,1,0.11,1
8/11/2016 14:16,0.11,1,1
8/11/2016 14:16,0.93,1,1
8/11/2016 14:16,0.11,1,1
8/11/2016 14:16,1,1,1
8/11/2016 14:16,0.11,1,1
8/11/2016 14:16,1,0.11,1
8/11/2016 14:17,0.11,1,1
8/11/2016 14:17,1,0.11,1
8/11/2016 14:18,0.11,1,1
8/11/2016 14:18,1,0.11,1
8/11/2016 14:18,0.93,1,1
8/11/2016 14:18,0.11,1,1
8/11/2016 14:18,0.11,1,1
8/11/2016 14:19,0.11,1,1
8/11/2016 14:19,0.11,1,1
8/11/2016 14:19,0.11,1,1
8/11/2016 14:19,1,0.11,1
8/11/2016 14:20,0.11,1,1
8/11/2016 14:20,0.11,1,1
8/11/2016 14:20,0.11,1,1
8/11/2016 14:20,1,19.72,1
8/11/2016 14:20,1,1,19.72
8/11/2016 14:20,0.11,1,1
8/11/2016 14:21,0.11,1,1
8/11/2016 14:21,0.11,1,1
8/11/2016 14:21,1,0.11,1
8/11/2016 14:21,0.11,1,1
8/11/2016 14:21,0.11,1,1
8/11/2016 14:21,1,1,1
8/11/2016 14:21,1,0.11,1
8/11/2016 14:22,2.32,1,1
8/11/2016 14:22,0.51,1,1
8/11/2016 14:22,0.11,1,1
8/11/2016 14:22,0.11,1,1
8/11/2016 14:22,0.11,1,1
8/11/2016 14:22,0.11,1,1
8/11/2016 14:22,0.93,1,1
8/11/2016 14:22,1,1,1
8/11/2016 14:22,0.11,1,1
8/11/2016 14:23,0.11,1,1
8/11/2016 14:23,0.11,1,1
8/11/2016 14:23,0.11,1,1
8/11/2016 14:23,1,0.93,1
8/11/2016 14:23,1,0.11,1
8/11/2016 14:23,1,0.93,1
8/11/2016 14:24,1,0.93,1
8/11/2016 14:24,1,1.01,1
8/11/2016 14:24,1,0.11,1
8/11/2016 14:24,1,0.49,1
8/11/2016 14:24,0.11,1,1
8/11/2016 14:24,0.11,1,1
8/11/2016 14:25,1,0.93,1
8/11/2016 14:25,0.11,1,1
8/11/2016 14:25,2.32,1,1
8/11/2016 14:25,0.11,1,1
8/11/2016 14:26,1,1,1
8/11/2016 14:26,1.96,1,1
8/11/2016 14:26,1,37.12,1
8/11/2016 14:26,0.49,1,1
8/11/2016 14:26,1,1,1
8/11/2016 14:26,0.11,1,1
8/11/2016 14:26,0.93,1,1
8/11/2016 14:27,0.04,1,1
8/11/2016 14:27,1,1,1
8/11/2016 14:27,0.93,1,1
8/11/2016 14:28,1,1,1
8/11/2016 14:28,1,38.67,1
8/11/2016 14:28,0.51,1,1
8/11/2016 14:28,21.27,1,1
8/11/2016 14:28,1.82,1,1
8/11/2016 14:28,21.27,1,1
8/11/2016 14:28,1,1,0.11
8/11/2016 14:28,1,1,0.11
8/11/2016 14:28,0.11,1,1
8/11/2016 14:28,0.11,1,1
8/11/2016 14:29,1,1,1
8/11/2016 14:29,0.53,1,1
8/11/2016 14:29,0.93,1,1
8/11/2016 14:29,1,1,1
8/11/2016 14:29,21.27,1,1
8/11/2016 14:29,1,1,1
8/11/2016 14:29,1,1,1
8/11/2016 14:30,19.72,1,1
8/11/2016 14:30,0.47,1,1
8/11/2016 14:30,0.06,1,1
8/11/2016 14:31,0.11,1,1
8/11/2016 14:31,0.11,1,1
8/11/2016 14:31,54.52,1,1
8/11/2016 14:31,0.93,1,1
8/11/2016 14:31,0.93,1,1
8/11/2016 14:31,1,0.06,1
8/11/2016 14:31,0.51,1,1
8/11/2016 14:31,1,1,1
8/11/2016 14:32,0.11,1,1
8/11/2016 14:32,1.74,1,1
8/11/2016 14:32,0.06,1,1
8/11/2016 14:32,1,0.06,1
8/11/2016 14:32,0.11,1,1
8/11/2016 14:32,0.11,1,1
8/11/2016 14:32,1,1,1
8/11/2016 14:32,2.32,1,1
8/11/2016 14:32,0.11,1,1
8/11/2016 14:32,1,1,1
8/11/2016 14:32,0.06,1,1
8/11/2016 14:32,0.93,1,1
8/11/2016 14:33,1,0.11,1
8/11/2016 14:33,1.82,1,1
8/11/2016 14:33,2.32,1,1
8/11/2016 14:34,0.11,1,1
8/11/2016 14:34,1,1,1
8/11/2016 14:34,1,1.74,1
8/11/2016 14:34,1,1,1
8/11/2016 14:34,1,1,1
8/11/2016 14:34,1,1,1
8/11/2016 14:35,0.06,1,1
8/11/2016 14:35,2.32,1,1
8/11/2016 14:35,0.06,1,1
8/11/2016 14:35,56.07,1,1
8/11/2016 14:35,1,19.72,1
8/11/2016 14:36,2.32,1,1
8/11/2016 14:36,0.11,1,1
8/11/2016 14:36,2.32,1,1
8/11/2016 14:36,1,1,1
8/11/2016 14:37,0.53,1,1
8/11/2016 14:37,1.89,1,1
8/11/2016 14:38,0.11,1,1
8/11/2016 14:38,0.93,1,1
8/11/2016 14:38,1,0.11,1
8/11/2016 14:38,37.12,1,1
8/11/2016 14:38,0.47,1,1
8/11/2016 14:38,1,0.11,1
8/11/2016 14:38,1.82,1,1
8/11/2016 14:38,0.93,1,1
8/11/2016 14:39,0.93,1,1
8/11/2016 14:39,1,1,1
8/11/2016 14:40,0.11,1,1
8/11/2016 14:40,0.11,1,1
8/11/2016 14:40,1,0.11,1
8/11/2016 14:40,0.11,1,1
8/11/2016 14:40,1,1,0.11
8/11/2016 14:41,21.27,1,1
8/11/2016 14:42,0.06,1,1
8/11/2016 14:42,0.06,1,1
8/11/2016 14:42,1,37.12,1
8/11/2016 14:42,1,0.93,1
8/11/2016 14:43,0.11,1,1
8/11/2016 14:43,0.51,1,1
8/11/2016 14:43,0.11,1,1
8/11/2016 14:43,0.11,1,1
8/11/2016 14:44,0.65,1,1
8/11/2016 14:44,1,1,1
8/11/2016 14:44,1,1,1
8/11/2016 14:44,1,1,1
8/11/2016 14:44,0.51,1,1
8/11/2016 14:44,1,1,1
8/11/2016 14:44,1,1,1
8/11/2016 14:45,0.51,1,1
8/11/2016 14:45,0.97,1,1
8/11/2016 14:45,1,1,1
8/11/2016 14:45,1,1,1
8/11/2016 14:45,1,1,1
8/11/2016 14:45,1,1,1
8/11/2016 14:45,1,1,1
8/11/2016 14:45,1.89,1,1
8/11/2016 14:45,0.97,1,1
8/11/2016 14:45,0.53,1,1
8/11/2016 14:45,1.89,1,1
8/11/2016 14:45,1.82,1,1
8/11/2016 14:46,0.11,1,1
8/11/2016 14:46,1.82,1,1
8/11/2016 14:46,0.97,1,1
8/11/2016 14:46,1,1,1
8/11/2016 14:46,0.51,1,1
8/11/2016 14:47,0.11,1,1
8/11/2016 14:47,1,0.11,1
8/11/2016 14:47,1,0.11,1
8/11/2016 14:47,21.27,1,1
8/11/2016 14:47,1,1,0.97
8/11/2016 14:48,1.89,1,1
8/11/2016 14:48,1,19.72,1
8/11/2016 14:48,1,1,1
8/11/2016 14:48,1,1,1
8/11/2016 14:48,1,57.63,1
8/11/2016 14:49,0.11,1,1
8/11/2016 14:49,1,1,1
8/11/2016 14:49,0.11,1,1
8/11/2016 14:49,1,0.11,1
8/11/2016 14:50,0.93,1,1
8/11/2016 14:50,0.06,1,1
8/11/2016 14:50,0.11,1,1
8/11/2016 14:51,0.93,1,1
8/11/2016 14:51,0.93,1,1
8/11/2016 14:51,1,1,1.82
8/11/2016 14:51,0.93,1,1
8/11/2016 14:52,1.82,1,1
8/11/2016 14:52,1,0.63,1
8/11/2016 14:52,1.74,1,1
8/11/2016 14:52,0.93,1,1
8/11/2016 14:52,1,54.52,1
8/11/2016 14:52,0.47,1,1
8/11/2016 14:53,0.47,1,1
8/11/2016 14:53,0.47,1,1
8/11/2016 14:53,0.93,1,1
8/11/2016 14:53,0.93,1,1
8/11/2016 14:53,0.93,1,1
8/11/2016 14:53,0.93,1,1
8/11/2016 14:54,1,0.06,1
8/11/2016 14:54,1,1,1
8/11/2016 14:54,0.11,1,1
8/11/2016 14:54,1.82,1,1
8/11/2016 14:54,1.74,1,1
8/11/2016 14:54,0.93,1,1
8/11/2016 14:55,0.11,1,1
8/11/2016 14:55,1,1,0.11
8/11/2016 14:55,0.11,1,1
8/11/2016 14:55,0.11,1,1
8/11/2016 14:56,1,1,1
8/11/2016 14:56,19.72,1,1
8/11/2016 14:56,1.82,1,1
8/11/2016 14:56,1.08,1,1
8/11/2016 14:56,0.47,1,1
8/11/2016 14:56,0.11,1,1
8/11/2016 14:57,0.93,1,1
8/11/2016 14:57,1,1,1
8/11/2016 14:57,0.11,1,1
8/11/2016 14:57,1,0.11,1
8/11/2016 14:57,0.06,1,1
8/11/2016 14:57,0.11,1,1
8/11/2016 14:57,0.11,1,1
8/11/2016 14:57,0.11,1,1
8/11/2016 14:57,0.11,1,1
8/11/2016 14:58,0.47,1,1
8/11/2016 14:58,0.51,1,1
8/11/2016 14:58,1,0.11,1
8/11/2016 14:58,1,0.11,1
8/11/2016 14:58,0.11,1,1
8/11/2016 14:58,0.11,1,1
8/11/2016 14:58,1,0.11,1
8/11/2016 14:58,19.72,1,1
8/11/2016 14:58,0.06,1,1
8/11/2016 14:59,0.11,1,1
8/11/2016 14:59,1,0.11,1
8/11/2016 14:59,1,0.93,1
8/11/2016 14:59,1,19.72,1
8/11/2016 15:00,0.11,1,1
8/11/2016 15:00,0.93,1,1
8/11/2016 15:00,1,0.11,1
8/11/2016 15:00,19.72,1,1
8/11/2016 15:00,19.72,1,1
8/11/2016 15:00,19.72,1,1
8/11/2016 15:00,1,19.72,1
8/11/2016 15:00,0.11,1,1
8/11/2016 15:00,1,1,1
8/11/2016 15:00,1.89,1,1
8/11/2016 15:00,0.11,1,1
8/11/2016 15:00,0.11,1,1
8/11/2016 15:00,0.11,1,1
8/11/2016 15:01,0.06,1,1
8/11/2016 15:01,1,1.74,1
8/11/2016 15:01,0.06,1,1
8/11/2016 15:01,0.04,1,1
8/11/2016 15:01,0.06,1,1
8/11/2016 15:01,0.11,1,1
8/11/2016 15:02,0.06,1,1
8/11/2016 15:02,1,1,0.06
8/11/2016 15:02,1,0.06,1
8/11/2016 15:02,1,0.06,1
8/11/2016 15:02,0.06,1,1
8/11/2016 15:03,0.06,1,1
8/11/2016 15:03,1,0.04,1
8/11/2016 15:03,0.06,1,1
8/11/2016 15:03,0.06,1,1
8/11/2016 15:04,0.06,1,1
8/11/2016 15:04,0.06,1,1
8/11/2016 15:04,0.06,1,1
8/11/2016 15:04,0.06,1,1
8/11/2016 15:04,0.06,1,1
8/11/2016 15:04,0.06,1,1
8/11/2016 15:04,0.06,1,1
8/11/2016 15:04,1,1,1
8/11/2016 15:05,0.04,1,1
8/11/2016 15:05,0.06,1,1
8/11/2016 15:05,0.06,1,1
8/11/2016 15:05,1,0.06,1
8/11/2016 15:05,0.11,1,1
8/11/2016 15:06,0.06,1,1
8/11/2016 15:06,0.06,1,1
8/11/2016 15:06,0.06,1,1
8/11/2016 15:07,0.06,1,1
8/11/2016 15:07,1,0.93,1
8/11/2016 15:07,0.11,1,1
8/11/2016 15:07,0.51,1,1
8/11/2016 15:07,0.51,1,1
8/11/2016 15:07,0.49,1,1
8/11/2016 15:07,0.06,1,1
8/11/2016 15:07,0.47,1,1
8/11/2016 15:07,1,0.47,1
8/11/2016 15:07,0.06,1,1
8/11/2016 15:07,0.47,1,1
8/11/2016 15:08,0.06,1,1
8/11/2016 15:08,0.51,1,1
8/11/2016 15:08,1,0.06,1
8/11/2016 15:08,0.06,1,1
8/11/2016 15:08,0.06,1,1
8/11/2016 15:08,1,0.04,1
8/11/2016 15:09,0.11,1,1
8/11/2016 15:09,1.82,1,1
8/11/2016 15:09,0.11,1,1
8/11/2016 15:09,0.47,1,1
8/11/2016 15:09,2.92,1,1
8/11/2016 15:10,1.96,1,1
8/11/2016 15:10,1,2.32,1
8/11/2016 15:10,1,1,1
8/11/2016 15:11,1.74,1,1
8/11/2016 15:12,0.11,1,1
8/11/2016 15:12,0.11,1,1
8/11/2016 15:12,1,1,1
8/11/2016 15:12,1.82,1,1
8/11/2016 15:12,1,1,1
8/11/2016 15:12,0.93,1,1
8/11/2016 15:12,1,21.27,1
8/11/2016 15:12,1,1,1
8/11/2016 15:12,0.11,1,1
8/11/2016 15:13,0.34,1,1
8/11/2016 15:13,2.32,1,1
8/11/2016 15:13,0.06,1,1
8/11/2016 15:13,1,1,1
8/11/2016 15:13,1,1,1
8/11/2016 15:13,1,1,1
8/11/2016 15:13,0.11,1,1
8/11/2016 15:13,1,0.11,1
8/11/2016 15:14,1,0.06,1
8/11/2016 15:14,1,0.93,1
8/11/2016 15:14,1,1,1
8/11/2016 15:14,1,21.27,1
8/11/2016 15:14,0.11,1,1
8/11/2016 15:14,0.11,1,1
8/11/2016 15:15,0.93,1,1
8/11/2016 15:15,0.93,1,1
8/11/2016 15:15,2.71,1,1
8/11/2016 15:15,1,1,1
8/11/2016 15:15,0.06,1,1
8/11/2016 15:15,0.06,1,1
8/11/2016 15:15,1,1,1
8/11/2016 15:15,1,1,1
8/11/2016 15:15,1,0.89,1
8/11/2016 15:16,1,0.47,1
8/11/2016 15:16,0.93,1,1
8/11/2016 15:16,1.82,1,1
8/11/2016 15:17,1,1,21.27
8/11/2016 15:17,0.11,1,1
8/11/2016 15:17,1,0.11,1
8/11/2016 15:17,21.27,1,1
8/11/2016 15:17,1,1,1
8/11/2016 15:17,0.11,1,1
8/11/2016 15:17,1.89,1,1
8/11/2016 15:17,0.93,1,1
8/11/2016 15:18,0.11,1,1
8/11/2016 15:18,1,0.06,1
8/11/2016 15:18,0.11,1,1
8/11/2016 15:18,0.06,1,1
8/11/2016 15:18,0.06,1,1
8/11/2016 15:18,0.47,1,1
8/11/2016 15:18,0.47,1,1
8/11/2016 15:18,1,1,1
8/11/2016 15:18,1,2.64,1
8/11/2016 15:18,0.06,1,1
8/11/2016 15:18,1,1,1
8/11/2016 15:19,0.11,1,1
8/11/2016 15:19,0.04,1,1
8/11/2016 15:19,1,1,1
8/11/2016 15:19,0.11,1,1
8/11/2016 15:19,0.51,1,1
8/11/2016 15:19,1,1,1
8/11/2016 15:19,1,0.62,1
8/11/2016 15:19,0.11,1,1
8/11/2016 15:20,0.11,1,1
8/11/2016 15:20,1,1,1
8/11/2016 15:20,1,0.11,1
8/11/2016 15:20,0.11,1,1
8/11/2016 15:20,1,0.93,1
8/11/2016 15:20,1,0.93,1
8/11/2016 15:20,0.11,1,1
8/11/2016 15:20,1.89,1,1
8/11/2016 15:20,0.47,1,1
8/11/2016 15:20,0.11,1,1
8/11/2016 15:20,1,1,1
8/11/2016 15:20,0.93,1,1
8/11/2016 15:21,0.11,1,1
8/11/2016 15:21,0.11,1,1
8/11/2016 15:21,0.11,1,1
8/11/2016 15:21,1,1,1
8/11/2016 15:21,0.11,1,1
8/11/2016 15:21,0.11,1,1
8/11/2016 15:22,0.11,1,1
8/11/2016 15:22,0.11,1,1
8/11/2016 15:22,19.72,1,1
8/11/2016 15:22,0.93,1,1
8/11/2016 15:22,1,54.52,1
8/11/2016 15:22,1,19.72,1
8/11/2016 15:22,0.11,1,1
8/11/2016 15:22,1,0.11,1
8/11/2016 15:22,1,1,1
8/11/2016 15:23,0.11,1,1
8/11/2016 15:23,1,0.11,1
8/11/2016 15:23,0.11,1,1
8/11/2016 15:23,0.11,1,1
8/11/2016 15:23,19.72,1,1
8/11/2016 15:24,57.63,1,1
8/11/2016 15:24,1,1,1
8/11/2016 15:24,0.93,1,1
8/11/2016 15:24,0.11,1,1
8/11/2016 15:25,0.93,1,1
8/11/2016 15:25,1,1,1
8/11/2016 15:25,0.11,1,1
8/11/2016 15:25,0.11,1,1
8/11/2016 15:25,1,0.11,1
8/11/2016 15:25,0.11,1,1
8/11/2016 15:25,0.11,1,1
8/11/2016 15:25,1,0.11,1
8/11/2016 15:25,1,1,1
8/11/2016 15:25,1,0.11,1
8/11/2016 15:25,0.11,1,1
8/11/2016 15:25,1,1,1
8/11/2016 15:25,1,1,1
8/11/2016 15:26,1,1,19.72
8/11/2016 15:26,0.11,1,1
8/11/2016 15:26,1,0.11,1
8/11/2016 15:27,2.32,1,1
8/11/2016 15:27,1,0.06,1
8/11/2016 15:27,1,19.72,1
8/11/2016 15:27,2.32,1,1
8/11/2016 15:27,1,19.72,1
8/11/2016 15:27,0.11,1,1
8/11/2016 15:29,0.11,1,1
8/11/2016 15:29,21.27,1,1
8/11/2016 15:29,0.47,1,1
8/11/2016 15:29,0.06,1,1
8/11/2016 15:29,0.11,1,1
8/11/2016 15:29,0.11,1,1
8/11/2016 15:29,1.89,1,1
8/11/2016 15:29,1,1,0.53
8/11/2016 15:30,1,0.11,1
8/11/2016 15:30,0.11,1,1
8/11/2016 15:30,2.64,1,1
8/11/2016 15:31,1,0.11,1
8/11/2016 15:31,1,0.11,1
8/11/2016 15:31,0.11,1,1
8/11/2016 15:31,0.11,1,1
8/11/2016 15:31,1,1,1
8/11/2016 15:31,2.32,1,1
8/11/2016 15:31,0.11,1,1
8/11/2016 15:31,1,1,0.06
8/11/2016 15:32,0.11,1,1
8/11/2016 15:32,1,0.06,1
8/11/2016 15:32,0.11,1,1
8/11/2016 15:32,0.11,1,1
8/11/2016 15:32,0.11,1,1
8/11/2016 15:32,1.74,1,1
8/11/2016 15:32,0.11,1,1
8/11/2016 15:32,0.11,1,1
8/11/2016 15:33,1,0.11,1
8/11/2016 15:33,0.11,1,1
8/11/2016 15:34,0.11,1,1
8/11/2016 15:34,0.11,1,1
8/11/2016 15:34,0.11,1,1
8/11/2016 15:34,0.53,1,1
8/11/2016 15:34,2.32,1,1
8/11/2016 15:34,1.01,1,1
8/11/2016 15:34,0.11,1,1
8/11/2016 15:35,0.06,1,1
8/11/2016 15:35,0.06,1,1
8/11/2016 15:35,1,1,0.06
8/11/2016 15:35,0.06,1,1
8/11/2016 15:36,0.11,1,1
8/11/2016 15:36,0.06,1,1
8/11/2016 15:36,1,0.11,1
8/11/2016 15:36,0.93,1,1
8/11/2016 15:36,0.11,1,1
8/11/2016 15:36,0.06,1,1
8/11/2016 15:36,0.04,1,1
8/11/2016 15:37,0.11,1,1
8/11/2016 15:37,0.53,1,1
8/11/2016 15:37,0.34,1,1
8/11/2016 15:38,1,0.47,1
8/11/2016 15:38,0.11,1,1
8/11/2016 15:38,0.11,1,1
8/11/2016 15:38,0.11,1,1
8/11/2016 15:39,0.11,1,1
8/11/2016 15:39,0.11,1,1
8/11/2016 15:39,1,1,1
8/11/2016 15:40,0.47,1,1
8/11/2016 15:40,0.11,1,1
8/11/2016 15:40,2.32,1,1
8/11/2016 15:40,0.11,1,1
8/11/2016 15:40,1,0.11,1
8/11/2016 15:41,0.11,1,1
8/11/2016 15:41,2.64,1,1
8/11/2016 15:41,0.11,1,1
8/11/2016 15:41,0.11,1,1
8/11/2016 15:41,1,0.11,1
8/11/2016 15:41,1,38.67,1
8/11/2016 15:41,19.72,1,1
8/11/2016 15:42,0.93,1,1
8/11/2016 15:42,0.51,1,1
8/11/2016 15:42,0.11,1,1
8/11/2016 15:42,0.11,1,1
8/11/2016 15:42,0.11,1,1
8/11/2016 15:42,1,0.11,1
8/11/2016 15:43,0.11,1,1
8/11/2016 15:43,0.11,1,1
8/11/2016 15:43,0.11,1,1
8/11/2016 15:44,1,1.82,1
8/11/2016 15:44,1,2.64,1
8/11/2016 15:44,0.34,1,1
8/11/2016 15:44,1,1,1
8/11/2016 15:45,1,37.12,1
8/11/2016 15:45,1,38.67,1
8/11/2016 15:45,1,73.47,1
8/11/2016 15:45,1,0.93,1
8/11/2016 15:46,1,0.11,1
8/11/2016 15:46,1,0.11,1
8/11/2016 15:46,1,0.11,1
8/11/2016 15:47,1,0.93,1
8/11/2016 15:47,1,0.11,1
8/11/2016 15:47,1,0.11,1
8/11/2016 15:48,0.11,1,1
8/11/2016 15:48,0.89,1,1
8/11/2016 15:48,2.32,1,1
8/11/2016 15:48,1,1,0.49
8/11/2016 15:48,1,1,0.49
8/11/2016 15:48,1,1,1
8/11/2016 15:49,40.23,1,1
8/11/2016 15:49,0.06,1,1
8/11/2016 15:49,0.04,1,1
8/11/2016 15:49,0.06,1,1
8/11/2016 15:49,0.06,1,1
8/11/2016 15:49,1,1,0.06
8/11/2016 15:49,1,19.72,1
8/11/2016 15:49,1,1,1
8/11/2016 15:49,1,2.77,1
8/11/2016 15:49,0.06,1,1
8/11/2016 15:49,1,0.11,1
8/11/2016 15:50,1,1,1
8/11/2016 15:50,1,1,1.89
8/11/2016 15:51,2.32,1,1
8/11/2016 15:51,2.32,1,1
8/11/2016 15:51,0.06,1,1
8/11/2016 15:51,1.89,1,1
8/11/2016 15:52,0.93,1,1
8/11/2016 15:52,1,1,1
8/11/2016 15:52,0.93,1,1
8/11/2016 15:52,21.27,1,1
8/11/2016 15:52,0.11,1,1
8/11/2016 15:52,1.82,1,1
8/11/2016 15:52,2.32,1,1
8/11/2016 15:53,0.11,1,1
8/11/2016 15:53,0.11,1,1
8/11/2016 15:53,0.11,1,1
8/11/2016 15:53,0.11,1,1
8/11/2016 15:53,1,1,1
8/11/2016 15:53,0.11,1,1
8/11/2016 15:53,0.11,1,1
8/11/2016 15:53,0.11,1,1
8/11/2016 15:54,1,0.11,1
8/11/2016 15:54,0.11,1,1
8/11/2016 15:54,0.49,1,1
